Loaded 4000 images from jk_zfls/round0_train
Loaded 2400 images from jk_zfls/round0_eval
Epoch: 0, Batch: 0, Loss: 3.1024
Epoch: 0, Batch: 10, Loss: 1.0384
Epoch: 0, Batch: 20, Loss: 0.3496
Epoch: 0, Batch: 30, Loss: 0.1963

Incorrect predictions:
Sample 0: True label = 0, Predicted = 1
Sample 267: True label = 2, Predicted = 16
Sample 268: True label = 2, Predicted = 16
Sample 269: True label = 2, Predicted = 16
Sample 270: True label = 2, Predicted = 16
Sample 275: True label = 2, Predicted = 4
Sample 276: True label = 2, Predicted = 16
Sample 277: True label = 2, Predicted = 16
Sample 279: True label = 2, Predicted = 16
Sample 280: True label = 2, Predicted = 4
Sample 281: True label = 2, Predicted = 16
Sample 283: True label = 2, Predicted = 4
Sample 284: True label = 2, Predicted = 4
Sample 285: True label = 2, Predicted = 16
Sample 286: True label = 2, Predicted = 4
Sample 287: True label = 2, Predicted = 16
Sample 288: True label = 2, Predicted = 4
Sample 289: True label = 2, Predicted = 16
Sample 291: True label = 2, Predicted = 4
Sample 292: True label = 2, Predicted = 4
Sample 293: True label = 2, Predicted = 4
Sample 294: True label = 2, Predicted = 16
Sample 295: True label = 2, Predicted = 4
Sample 296: True label = 2, Predicted = 16
Sample 297: True label = 2, Predicted = 16
Sample 298: True label = 2, Predicted = 16
Sample 299: True label = 2, Predicted = 16
Sample 300: True label = 3, Predicted = 19
Sample 301: True label = 3, Predicted = 17
Sample 302: True label = 3, Predicted = 2
Sample 303: True label = 3, Predicted = 10
Sample 304: True label = 3, Predicted = 17
Sample 305: True label = 3, Predicted = 17
Sample 306: True label = 3, Predicted = 11
Sample 307: True label = 3, Predicted = 19
Sample 308: True label = 3, Predicted = 10
Sample 309: True label = 3, Predicted = 17
Sample 310: True label = 3, Predicted = 19
Sample 311: True label = 3, Predicted = 10
Sample 313: True label = 3, Predicted = 17
Sample 314: True label = 3, Predicted = 10
Sample 315: True label = 3, Predicted = 19
Sample 317: True label = 3, Predicted = 2
Sample 318: True label = 3, Predicted = 19
Sample 319: True label = 3, Predicted = 19
Sample 320: True label = 3, Predicted = 19
Sample 321: True label = 3, Predicted = 11
Sample 322: True label = 3, Predicted = 19
Sample 323: True label = 3, Predicted = 19
Sample 324: True label = 3, Predicted = 19
Sample 325: True label = 3, Predicted = 19
Sample 326: True label = 3, Predicted = 2
Sample 327: True label = 3, Predicted = 17
Sample 328: True label = 3, Predicted = 17
Sample 329: True label = 3, Predicted = 2
Sample 330: True label = 3, Predicted = 19
Sample 331: True label = 3, Predicted = 19
Sample 332: True label = 3, Predicted = 11
Sample 333: True label = 3, Predicted = 10
Sample 334: True label = 3, Predicted = 19
Sample 335: True label = 3, Predicted = 19
Sample 336: True label = 3, Predicted = 19
Sample 337: True label = 3, Predicted = 4
Sample 338: True label = 3, Predicted = 17
Sample 339: True label = 3, Predicted = 2
Sample 340: True label = 3, Predicted = 11
Sample 341: True label = 3, Predicted = 19
Sample 342: True label = 3, Predicted = 17
Sample 343: True label = 3, Predicted = 10
Sample 344: True label = 3, Predicted = 17
Sample 345: True label = 3, Predicted = 19
Sample 346: True label = 3, Predicted = 2
Sample 347: True label = 3, Predicted = 2
Sample 348: True label = 3, Predicted = 19
Sample 349: True label = 3, Predicted = 19
Sample 350: True label = 3, Predicted = 2
Sample 351: True label = 3, Predicted = 19
Sample 353: True label = 3, Predicted = 17
Sample 354: True label = 3, Predicted = 10
Sample 355: True label = 3, Predicted = 17
Sample 356: True label = 3, Predicted = 17
Sample 357: True label = 3, Predicted = 17
Sample 358: True label = 3, Predicted = 10
Sample 359: True label = 3, Predicted = 19
Sample 360: True label = 3, Predicted = 19
Sample 361: True label = 3, Predicted = 2
Sample 362: True label = 3, Predicted = 19
Sample 363: True label = 3, Predicted = 17
Sample 364: True label = 3, Predicted = 2
Sample 365: True label = 3, Predicted = 19
Sample 366: True label = 3, Predicted = 19
Sample 367: True label = 3, Predicted = 17
Sample 368: True label = 3, Predicted = 12
Sample 369: True label = 3, Predicted = 19
Sample 370: True label = 3, Predicted = 10
Sample 371: True label = 3, Predicted = 17
Sample 372: True label = 3, Predicted = 19
Sample 373: True label = 3, Predicted = 19
Sample 374: True label = 3, Predicted = 10
Sample 375: True label = 3, Predicted = 2
Sample 376: True label = 3, Predicted = 10
Sample 377: True label = 3, Predicted = 10
Sample 378: True label = 3, Predicted = 11
Sample 379: True label = 3, Predicted = 19
Sample 380: True label = 3, Predicted = 10
Sample 381: True label = 3, Predicted = 12
Sample 382: True label = 3, Predicted = 2
Sample 383: True label = 3, Predicted = 17
Sample 384: True label = 3, Predicted = 12
Sample 386: True label = 3, Predicted = 10
Sample 387: True label = 3, Predicted = 19
Sample 388: True label = 3, Predicted = 10
Sample 389: True label = 3, Predicted = 2
Sample 390: True label = 3, Predicted = 19
Sample 391: True label = 3, Predicted = 10
Sample 392: True label = 3, Predicted = 19
Sample 393: True label = 3, Predicted = 2
Sample 394: True label = 3, Predicted = 16
Sample 395: True label = 3, Predicted = 17
Sample 396: True label = 3, Predicted = 17
Sample 398: True label = 3, Predicted = 10
Sample 399: True label = 3, Predicted = 2
Sample 470: True label = 4, Predicted = 5
Sample 502: True label = 5, Predicted = 4
Sample 516: True label = 5, Predicted = 4
Sample 532: True label = 5, Predicted = 4
Sample 546: True label = 5, Predicted = 4
Sample 561: True label = 5, Predicted = 4
Sample 564: True label = 5, Predicted = 4
Sample 583: True label = 5, Predicted = 4
Sample 622: True label = 6, Predicted = 5
Sample 627: True label = 6, Predicted = 4
Sample 651: True label = 6, Predicted = 5
Sample 663: True label = 6, Predicted = 4
Sample 671: True label = 6, Predicted = 5
Sample 681: True label = 6, Predicted = 4
Sample 685: True label = 6, Predicted = 4
Sample 708: True label = 7, Predicted = 4
Sample 709: True label = 7, Predicted = 5
Sample 714: True label = 7, Predicted = 6
Sample 715: True label = 7, Predicted = 5
Sample 721: True label = 7, Predicted = 5
Sample 727: True label = 7, Predicted = 5
Sample 729: True label = 7, Predicted = 5
Sample 730: True label = 7, Predicted = 6
Sample 735: True label = 7, Predicted = 5
Sample 737: True label = 7, Predicted = 16
Sample 740: True label = 7, Predicted = 4
Sample 749: True label = 7, Predicted = 16
Sample 760: True label = 7, Predicted = 5
Sample 780: True label = 7, Predicted = 4
Sample 782: True label = 7, Predicted = 5
Sample 784: True label = 7, Predicted = 16
Sample 790: True label = 7, Predicted = 6
Sample 791: True label = 7, Predicted = 5
Sample 796: True label = 7, Predicted = 5
Sample 798: True label = 7, Predicted = 4
Sample 800: True label = 8, Predicted = 12
Sample 801: True label = 8, Predicted = 4
Sample 802: True label = 8, Predicted = 4
Sample 803: True label = 8, Predicted = 12
Sample 804: True label = 8, Predicted = 4
Sample 805: True label = 8, Predicted = 4
Sample 806: True label = 8, Predicted = 4
Sample 807: True label = 8, Predicted = 12
Sample 808: True label = 8, Predicted = 18
Sample 809: True label = 8, Predicted = 12
Sample 811: True label = 8, Predicted = 4
Sample 812: True label = 8, Predicted = 4
Sample 813: True label = 8, Predicted = 12
Sample 814: True label = 8, Predicted = 12
Sample 815: True label = 8, Predicted = 12
Sample 816: True label = 8, Predicted = 4
Sample 817: True label = 8, Predicted = 4
Sample 818: True label = 8, Predicted = 12
Sample 819: True label = 8, Predicted = 12
Sample 820: True label = 8, Predicted = 4
Sample 821: True label = 8, Predicted = 4
Sample 822: True label = 8, Predicted = 4
Sample 823: True label = 8, Predicted = 4
Sample 824: True label = 8, Predicted = 12
Sample 825: True label = 8, Predicted = 4
Sample 826: True label = 8, Predicted = 4
Sample 827: True label = 8, Predicted = 18
Sample 828: True label = 8, Predicted = 4
Sample 829: True label = 8, Predicted = 4
Sample 830: True label = 8, Predicted = 4
Sample 831: True label = 8, Predicted = 4
Sample 832: True label = 8, Predicted = 4
Sample 833: True label = 8, Predicted = 12
Sample 835: True label = 8, Predicted = 4
Sample 836: True label = 8, Predicted = 4
Sample 837: True label = 8, Predicted = 4
Sample 838: True label = 8, Predicted = 12
Sample 839: True label = 8, Predicted = 18
Sample 841: True label = 8, Predicted = 4
Sample 842: True label = 8, Predicted = 4
Sample 843: True label = 8, Predicted = 12
Sample 844: True label = 8, Predicted = 12
Sample 845: True label = 8, Predicted = 16
Sample 846: True label = 8, Predicted = 4
Sample 847: True label = 8, Predicted = 4
Sample 848: True label = 8, Predicted = 7
Sample 849: True label = 8, Predicted = 4
Sample 850: True label = 8, Predicted = 4
Sample 851: True label = 8, Predicted = 4
Sample 852: True label = 8, Predicted = 4
Sample 853: True label = 8, Predicted = 4
Sample 854: True label = 8, Predicted = 4
Sample 855: True label = 8, Predicted = 4
Sample 856: True label = 8, Predicted = 12
Sample 857: True label = 8, Predicted = 7
Sample 858: True label = 8, Predicted = 4
Sample 859: True label = 8, Predicted = 12
Sample 860: True label = 8, Predicted = 4
Sample 861: True label = 8, Predicted = 12
Sample 862: True label = 8, Predicted = 4
Sample 863: True label = 8, Predicted = 4
Sample 864: True label = 8, Predicted = 12
Sample 865: True label = 8, Predicted = 4
Sample 866: True label = 8, Predicted = 16
Sample 867: True label = 8, Predicted = 4
Sample 868: True label = 8, Predicted = 4
Sample 869: True label = 8, Predicted = 4
Sample 870: True label = 8, Predicted = 12
Sample 871: True label = 8, Predicted = 12
Sample 872: True label = 8, Predicted = 12
Sample 873: True label = 8, Predicted = 16
Sample 874: True label = 8, Predicted = 4
Sample 875: True label = 8, Predicted = 12
Sample 876: True label = 8, Predicted = 4
Sample 877: True label = 8, Predicted = 4
Sample 878: True label = 8, Predicted = 4
Sample 879: True label = 8, Predicted = 12
Sample 880: True label = 8, Predicted = 4
Sample 881: True label = 8, Predicted = 4
Sample 882: True label = 8, Predicted = 4
Sample 883: True label = 8, Predicted = 4
Sample 885: True label = 8, Predicted = 4
Sample 886: True label = 8, Predicted = 12
Sample 887: True label = 8, Predicted = 4
Sample 888: True label = 8, Predicted = 4
Sample 889: True label = 8, Predicted = 12
Sample 890: True label = 8, Predicted = 12
Sample 891: True label = 8, Predicted = 12
Sample 892: True label = 8, Predicted = 4
Sample 893: True label = 8, Predicted = 4
Sample 894: True label = 8, Predicted = 12
Sample 895: True label = 8, Predicted = 12
Sample 896: True label = 8, Predicted = 4
Sample 897: True label = 8, Predicted = 4
Sample 898: True label = 8, Predicted = 4
Sample 899: True label = 8, Predicted = 4
Sample 900: True label = 9, Predicted = 4
Sample 901: True label = 9, Predicted = 4
Sample 902: True label = 9, Predicted = 4
Sample 903: True label = 9, Predicted = 4
Sample 904: True label = 9, Predicted = 4
Sample 905: True label = 9, Predicted = 7
Sample 906: True label = 9, Predicted = 4
Sample 907: True label = 9, Predicted = 4
Sample 908: True label = 9, Predicted = 4
Sample 909: True label = 9, Predicted = 5
Sample 910: True label = 9, Predicted = 4
Sample 911: True label = 9, Predicted = 4
Sample 912: True label = 9, Predicted = 4
Sample 913: True label = 9, Predicted = 4
Sample 914: True label = 9, Predicted = 5
Sample 915: True label = 9, Predicted = 4
Sample 916: True label = 9, Predicted = 4
Sample 917: True label = 9, Predicted = 4
Sample 918: True label = 9, Predicted = 4
Sample 919: True label = 9, Predicted = 4
Sample 920: True label = 9, Predicted = 4
Sample 921: True label = 9, Predicted = 4
Sample 922: True label = 9, Predicted = 4
Sample 923: True label = 9, Predicted = 4
Sample 924: True label = 9, Predicted = 4
Sample 925: True label = 9, Predicted = 5
Sample 926: True label = 9, Predicted = 4
Sample 927: True label = 9, Predicted = 4
Sample 928: True label = 9, Predicted = 4
Sample 930: True label = 9, Predicted = 4
Sample 931: True label = 9, Predicted = 4
Sample 932: True label = 9, Predicted = 18
Sample 933: True label = 9, Predicted = 4
Sample 934: True label = 9, Predicted = 4
Sample 935: True label = 9, Predicted = 4
Sample 936: True label = 9, Predicted = 5
Sample 937: True label = 9, Predicted = 4
Sample 938: True label = 9, Predicted = 4
Sample 939: True label = 9, Predicted = 4
Sample 940: True label = 9, Predicted = 4
Sample 941: True label = 9, Predicted = 4
Sample 942: True label = 9, Predicted = 4
Sample 943: True label = 9, Predicted = 4
Sample 944: True label = 9, Predicted = 4
Sample 945: True label = 9, Predicted = 4
Sample 946: True label = 9, Predicted = 5
Sample 947: True label = 9, Predicted = 4
Sample 948: True label = 9, Predicted = 4
Sample 949: True label = 9, Predicted = 4
Sample 950: True label = 9, Predicted = 4
Sample 951: True label = 9, Predicted = 4
Sample 952: True label = 9, Predicted = 7
Sample 953: True label = 9, Predicted = 5
Sample 954: True label = 9, Predicted = 4
Sample 955: True label = 9, Predicted = 4
Sample 956: True label = 9, Predicted = 4
Sample 957: True label = 9, Predicted = 4
Sample 958: True label = 9, Predicted = 4
Sample 959: True label = 9, Predicted = 4
Sample 960: True label = 9, Predicted = 4
Sample 961: True label = 9, Predicted = 7
Sample 962: True label = 9, Predicted = 4
Sample 963: True label = 9, Predicted = 4
Sample 964: True label = 9, Predicted = 7
Sample 965: True label = 9, Predicted = 4
Sample 966: True label = 9, Predicted = 5
Sample 967: True label = 9, Predicted = 4
Sample 968: True label = 9, Predicted = 4
Sample 969: True label = 9, Predicted = 4
Sample 970: True label = 9, Predicted = 4
Sample 971: True label = 9, Predicted = 4
Sample 972: True label = 9, Predicted = 4
Sample 973: True label = 9, Predicted = 7
Sample 974: True label = 9, Predicted = 4
Sample 975: True label = 9, Predicted = 4
Sample 976: True label = 9, Predicted = 4
Sample 977: True label = 9, Predicted = 4
Sample 978: True label = 9, Predicted = 4
Sample 979: True label = 9, Predicted = 7
Sample 980: True label = 9, Predicted = 4
Sample 981: True label = 9, Predicted = 4
Sample 983: True label = 9, Predicted = 4
Sample 984: True label = 9, Predicted = 4
Sample 985: True label = 9, Predicted = 4
Sample 986: True label = 9, Predicted = 4
Sample 987: True label = 9, Predicted = 7
Sample 988: True label = 9, Predicted = 4
Sample 989: True label = 9, Predicted = 4
Sample 990: True label = 9, Predicted = 7
Sample 991: True label = 9, Predicted = 4
Sample 992: True label = 9, Predicted = 7
Sample 993: True label = 9, Predicted = 4
Sample 994: True label = 9, Predicted = 4
Sample 995: True label = 9, Predicted = 4
Sample 996: True label = 9, Predicted = 4
Sample 997: True label = 9, Predicted = 4
Sample 998: True label = 9, Predicted = 4
Sample 999: True label = 9, Predicted = 4
Sample 1000: True label = 10, Predicted = 12
Sample 1002: True label = 10, Predicted = 12
Sample 1003: True label = 10, Predicted = 12
Sample 1004: True label = 10, Predicted = 12
Sample 1005: True label = 10, Predicted = 7
Sample 1006: True label = 10, Predicted = 7
Sample 1007: True label = 10, Predicted = 16
Sample 1008: True label = 10, Predicted = 16
Sample 1009: True label = 10, Predicted = 16
Sample 1010: True label = 10, Predicted = 12
Sample 1014: True label = 10, Predicted = 7
Sample 1017: True label = 10, Predicted = 12
Sample 1018: True label = 10, Predicted = 16
Sample 1019: True label = 10, Predicted = 12
Sample 1020: True label = 10, Predicted = 12
Sample 1022: True label = 10, Predicted = 7
Sample 1023: True label = 10, Predicted = 16
Sample 1024: True label = 10, Predicted = 16
Sample 1025: True label = 10, Predicted = 16
Sample 1026: True label = 10, Predicted = 7
Sample 1027: True label = 10, Predicted = 12
Sample 1029: True label = 10, Predicted = 12
Sample 1030: True label = 10, Predicted = 4
Sample 1031: True label = 10, Predicted = 16
Sample 1034: True label = 10, Predicted = 16
Sample 1035: True label = 10, Predicted = 16
Sample 1036: True label = 10, Predicted = 12
Sample 1037: True label = 10, Predicted = 7
Sample 1038: True label = 10, Predicted = 12
Sample 1039: True label = 10, Predicted = 12
Sample 1040: True label = 10, Predicted = 12
Sample 1041: True label = 10, Predicted = 16
Sample 1042: True label = 10, Predicted = 12
Sample 1043: True label = 10, Predicted = 7
Sample 1044: True label = 10, Predicted = 16
Sample 1045: True label = 10, Predicted = 16
Sample 1047: True label = 10, Predicted = 12
Sample 1049: True label = 10, Predicted = 12
Sample 1052: True label = 10, Predicted = 7
Sample 1053: True label = 10, Predicted = 16
Sample 1054: True label = 10, Predicted = 16
Sample 1055: True label = 10, Predicted = 16
